specialty_code;profile;institution_name;education_form;funding;category;plan_places;current_places;fraction
Sp 44.03.05;Биология, Химия (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;12;12;1.0
Sp 44.03.05;Биология, Химия (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Биология, Химия (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Биология, Химия (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.03.05;Математика, Физика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;10;4;0.4
Sp 44.03.05;Математика, Физика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.05;Математика, Физика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.05;Математика, Физика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;3;3;1.0
Sp 44.03.05;Математика, Информатика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;10;10;1.0
Sp 44.03.05;Математика, Информатика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.05;Математика, Информатика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.05;Математика, Информатика (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;3;3;1.0
Sp 44.03.05;Дошкольное образование. Начальное образование (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Общая;15;15;1.0
Sp 44.03.05;Дошкольное образование. Начальное образование (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Дошкольное образование. Начальное образование (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Дошкольное образование. Начальное образование (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Целевая;5;0;0.0
Sp 44.03.05;Русский язык, Литература (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;20;9;0.45
Sp 44.03.05;Русский язык, Литература (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Русский язык, Литература (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;2;1;0.5
Sp 44.03.05;Русский язык, Литература (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;6;6;1.0
Sp 44.03.05;Иностранный язык (английский), Иностранный язык (немецкий) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;24;12;0.5
Sp 44.03.05;Иностранный язык (английский), Иностранный язык (немецкий) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 44.03.05;Иностранный язык (английский), Иностранный язык (немецкий) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.05;Иностранный язык (английский), Иностранный язык (немецкий) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;7;7;1.0
Sp 44.03.05;История, Обществознание (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;22;10;0.45454545454545453
Sp 44.03.05;История, Обществознание (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 44.03.05;История, Обществознание (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 44.03.05;История, Обществознание (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;7;7;1.0
Sp 44.03.05;Родной (башкирский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;20;13;0.65
Sp 44.03.05;Родной (башкирский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;2;2;1.0
Sp 44.03.05;Родной (башкирский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;5;5;1.0
Sp 44.03.05;Начальное образование, Дошкольное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;22;11;0.5
Sp 44.03.05;Начальное образование, Дошкольное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;3;1.0
Sp 44.03.05;Начальное образование, Дошкольное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.05;Начальное образование, Дошкольное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;7;6;0.8571428571428571
Sp 44.03.05;Математика, Информатика (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;20;6;0.3
Sp 44.03.05;Математика, Информатика (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Математика, Информатика (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Математика, Информатика (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;6;6;1.0
Sp 44.03.05;Родной (татарский, чувашский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;18;7;0.3888888888888889
Sp 44.03.05;Родной (татарский, чувашский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;2;2;1.0
Sp 44.03.05;Родной (татарский, чувашский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Родной (татарский, чувашский) язык и литература, Иностранный язык (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;5;2;0.4
Sp 44.03.05;Экономика, Управление в сфере образования (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;23;17;0.7391304347826086
Sp 44.03.05;Экономика, Управление в сфере образования (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 44.03.05;Экономика, Управление в сфере образования (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.05;Экономика, Управление в сфере образования (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;7;7;1.0
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;18;9;0.5
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;1;0.5
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;5;3;0.6
Sp 44.03.05;Физическая культура, Безопасность жизнедеятельности (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;18;13;0.7222222222222222
Sp 44.03.05;Физическая культура, Безопасность жизнедеятельности (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;1;0.5
Sp 44.03.05;Физическая культура, Безопасность жизнедеятельности (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Физическая культура, Безопасность жизнедеятельности (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;5;5;1.0
Sp 44.03.05;Технология. Информатика (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Технология. Информатика (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Целевая;6;0;0.0
Sp 44.03.05;Технология. Информатика (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Технология. Информатика (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Общая;20;16;0.8
Sp 44.04.01;Управление системами образования;УУНиТ;Заочная;Бюджетная основа;Общая;20;8;0.4
Sp 44.04.01;Русский язык как иностранный: лингвокультурология и лингводидактика;УУНиТ;Очная;Бюджетная основа;Общая;15;0;0.0
Sp 44.04.01;Цифровая филология в современном образовательном пространстве;УУНиТ;Заочная;Бюджетная основа;Общая;15;1;0.06666666666666667
Sp 44.04.01;Дизайн цифровой образовательной среды;УУНиТ;Заочная;Бюджетная основа;Общая;15;0;0.0
Sp 44.04.01;Историко-социальное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;13;8;0.6153846153846154
Sp 44.04.01;Дизайн цифровой образовательной среды (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;13;13;1.0
Sp 44.04.01;Дизайн цифровой образовательной среды (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.04.01;Историко-социальное образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;3;3;1.0
Sp 44.04.01;Русский язык как иностранный: лингвокультурология и лингводидактика;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.04.01;Управление системами образования;УУНиТ;Заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.04.01;Дизайн цифровой образовательной среды;УУНиТ;Заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.04.01;Цифровая филология в современном образовательном пространстве;УУНиТ;Заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 44.04.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;13;11;0.8461538461538461
Sp 44.04.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Очная;Бюджетная основа;Общая;11;11;1.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Очная;Бюджетная основа;Особая;2;2;1.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Заочная;Бюджетная основа;Общая;11;4;0.36363636363636365
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 45.03.01;Отечественная и прикладная филология;УУНиТ;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 45.03.01;Отечественная филология (башкирский язык и литература, английский язык);УУНиТ;Очная;Бюджетная основа;Общая;11;8;0.7272727272727273
Sp 45.03.01;Отечественная филология (башкирский язык и литература, английский язык);УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 45.03.01;Отечественная филология (башкирский язык и литература, английский язык);УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 45.03.01;Отечественная филология (башкирский язык и литература, английский язык);УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 45.03.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Общая;3;3;1.0
Sp 45.03.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Особая;1;0;0.0
Sp 45.03.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Отдельная;1;0;0.0
Sp 45.03.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Целевая;1;1;1.0
Sp 45.04.01;Тюркское языкознание: цифровые технологии;УУНиТ;Очная;Бюджетная основа;Общая;12;5;0.4166666666666667
Sp 45.04.01;Сравнительно-сопоставительное изучение разноструктурных языков;УУНиТ;Заочная;Бюджетная основа;Общая;14;7;0.5
Sp 45.04.01;Теория и практика перевода и межкультурная коммуникация;УУНиТ;Очная;Бюджетная основа;Общая;10;6;0.6
Sp 45.04.01;Романо-германская филология. Типология генетически родственных и неродственных языков;УУНиТ;Очно-заочная;Бюджетная основа;Общая;10;2;0.2
Sp 45.04.01;Русский язык/Язык СМИ и рекламы/Совремменные парадигмы изучения русской и зарубежной литературы;УУНиТ;Очная;Бюджетная основа;Общая;18;14;0.7777777777777778
Sp 45.04.01;Русский язык/Язык СМИ и рекламы/Совремменные парадигмы изучения русской и зарубежной литературы;УУНиТ;Заочная;Бюджетная основа;Общая;15;2;0.13333333333333333
Sp 45.04.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Общая;8;3;0.375
Sp 45.04.02;Лингвистика;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 45.04.03;Фундаментальная и прикладная лингвистика;УУНиТ;Очно-заочная;Бюджетная основа;Общая;5;5;1.0
Sp 45.05.01;Перевод и переводоведение;УУНиТ;Очная;Бюджетная основа;Общая;11;11;1.0
Sp 45.05.01;Перевод и переводоведение;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 45.05.01;Перевод и переводоведение;УУНиТ;Очная;Бюджетная основа;Отдельная;2;1;0.5
Sp 45.05.01;Перевод и переводоведение;УУНиТ;Очная;Бюджетная основа;Целевая;2;2;1.0
Sp 46.03.01;История;УУНиТ;Очная;Бюджетная основа;Общая;29;15;0.5172413793103449
Sp 46.03.01;История;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 46.03.01;История;УУНиТ;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 46.03.01;История;УУНиТ;Очная;Бюджетная основа;Целевая;6;4;0.6666666666666666
Sp 46.04.01;История;УУНиТ;Очная;Бюджетная основа;Общая;15;15;1.0
Sp 46.04.01;История;УУНиТ;Заочная;Бюджетная основа;Общая;15;1;0.06666666666666667
Sp 46.04.01;История;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 46.04.01;История;УУНиТ;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 49.03.02;Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;7;7;1.0
Sp 49.03.02;Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;1;1;1.0
Sp 49.03.02;Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;1;1;1.0
Sp 49.03.02;Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 51.03.01;Культурология;УУНиТ;Очная;Бюджетная основа;Общая;25;5;0.2
Sp 51.03.01;Культурология;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 51.03.01;Культурология;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 51.03.01;Культурология;УУНиТ;Очная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 51.03.03;Социально-культурная деятельность (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;2;2;1.0
Sp 51.03.03;Социально-культурная деятельность (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;0;0;0
Sp 51.03.03;Социально-культурная деятельность (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 51.03.03;Социально-культурная деятельность;УУНиТ;Заочная;Бюджетная основа;Общая;5;3;0.6
Sp 51.03.03;Социально-культурная деятельность;УУНиТ;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 51.03.03;Социально-культурная деятельность;УУНиТ;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 51.03.03;Социально-культурная деятельность;УУНиТ;Заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 51.03.03;Социально-культурная деятельность (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;0;0;0
Sp 51.03.03;Социально-культурная деятельность (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;2;0;0.0
Sp 58.03.01;Языки стран Азии и Африки (китайский язык);УУНиТ;Очная;Бюджетная основа;Общая;4;4;1.0
Sp 58.03.01;Языки стран Азии и Африки (китайский язык);УУНиТ;Очная;Бюджетная основа;Особая;1;1;1.0
Sp 58.03.01;Языки стран Азии и Африки (китайский язык);УУНиТ;Очная;Бюджетная основа;Целевая;1;1;1.0
Sp 58.03.01;Языки стран Азии и Африки (корейский язык);УУНиТ;Очная;Бюджетная основа;Общая;4;4;1.0
Sp 58.03.01;Языки стран Азии и Африки (корейский язык);УУНиТ;Очная;Бюджетная основа;Особая;1;1;1.0
Sp 58.03.01;Языки стран Азии и Африки (китайский язык);УУНиТ;Очная;Бюджетная основа;Отдельная;1;0;0.0
Sp 58.03.01;Языки стран Азии и Африки (корейский язык);УУНиТ;Очная;Бюджетная основа;Отдельная;1;0;0.0
